image_id,annotation_id,source_image,class,crop_path,x,y,width,height,original_width,original_height,split
1299,1634,D:\whitevision\data\raw\valid\M_B_7003571_jpg.rf.d9a13e28cb9efbb29029f75019c80630.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1299_annot1634_mixer_truck.jpg,42,84,533,538,640,640,test
1300,1635,D:\whitevision\data\raw\valid\Heavy_Equipment_1115_jpg.rf.daedafdb60d3b2f8e880ee1d1b6b8304.jpg,excavator,D:\whitevision\data\crops\excavator\1300_annot1635_excavator.jpg,0,0,640,625,640,640,train
1301,1636,D:\whitevision\data\raw\valid\Heavy_Equipment_4574_jpg.rf.d9dddf81a647f6ebd04e3c484fe25624.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1301_annot1636_bulldozer.jpg,7,68,611,497,640,640,train
1303,1637,D:\whitevision\data\raw\valid\Heavy_Equipment_4095_jpg.rf.da7a56cf7e53d7c1e603dee949645b47.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1303_annot1637_bulldozer.jpg,0,0,512,547,640,640,train
1304,1638,D:\whitevision\data\raw\valid\Heavy_Equipment_2773_jpg.rf.d9398a8212d00aa91f509f3850bf63cf.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1304_annot1638_dump_truck.jpg,0,60,330,216,640,640,train
1304,1639,D:\whitevision\data\raw\valid\Heavy_Equipment_2773_jpg.rf.d9398a8212d00aa91f509f3850bf63cf.jpg,loader,D:\whitevision\data\crops\loader\1304_annot1639_loader.jpg,0,68,583,503,640,640,train
1305,1640,D:\whitevision\data\raw\valid\Heavy_Equipment_5103_jpg.rf.db2e09e0787f43c0eb433948d1ee5e6e.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1305_annot1640_bulldozer.jpg,0,40,639,504,640,640,train
1306,1641,D:\whitevision\data\raw\valid\Heavy_Equipment_6283_jpg.rf.db6fa696a9a06b68d9e496876668fd1a.jpg,grader,D:\whitevision\data\crops\grader\1306_annot1641_grader.jpg,104,0,477,564,640,640,test
1307,1642,D:\whitevision\data\raw\valid\Heavy_Equipment_3772_jpg.rf.d9e1cfe38a62142f3d7cd9871087ce35.jpg,grader,D:\whitevision\data\crops\grader\1307_annot1642_grader.jpg,0,0,640,640,640,640,train
1308,1643,D:\whitevision\data\raw\valid\Heavy_Equipment_3740_jpg.rf.d9c22ec037eb8361db886f6dcaceca26.jpg,grader,D:\whitevision\data\crops\grader\1308_annot1643_grader.jpg,30,124,580,501,640,640,train
1309,1644,D:\whitevision\data\raw\valid\Heavy_Equipment_6068_jpg.rf.dba185f2c2307ecfae2231cb1cbad68f.jpg,roller,D:\whitevision\data\crops\roller\1309_annot1644_roller.jpg,204,0,213,394,640,640,train
1310,1645,D:\whitevision\data\raw\valid\Heavy_Equipment_1122_jpg.rf.db1c1eb33be0bcded2e5de12ca9c3880.jpg,excavator,D:\whitevision\data\crops\excavator\1310_annot1645_excavator.jpg,169,13,291,361,640,640,test
1311,1646,D:\whitevision\data\raw\valid\Heavy_Equipment_2928_jpg.rf.db272b475f89668a195eba4818c27d98.jpg,excavator,D:\whitevision\data\crops\excavator\1311_annot1646_excavator.jpg,318,118,273,360,640,640,validation
1311,1647,D:\whitevision\data\raw\valid\Heavy_Equipment_2928_jpg.rf.db272b475f89668a195eba4818c27d98.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1311_annot1647_dump_truck.jpg,0,211,404,299,640,640,validation
1312,1648,D:\whitevision\data\raw\valid\Heavy_Equipment_2811_jpg.rf.da76b8934356701e4b5b060bc0d2ee01.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1312_annot1648_mobile_crane.jpg,328,80,281,442,640,640,train
1312,1649,D:\whitevision\data\raw\valid\Heavy_Equipment_2811_jpg.rf.da76b8934356701e4b5b060bc0d2ee01.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1312_annot1649_mobile_crane.jpg,0,88,258,445,640,640,train
1313,1650,D:\whitevision\data\raw\valid\Heavy_Equipment_1693_jpg.rf.dc243dd3e4f3ac124ef62b7d4ad6895b.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1313_annot1650_mobile_crane.jpg,34,94,558,492,640,640,validation
1314,1651,D:\whitevision\data\raw\valid\Heavy_Equipment_1379_jpg.rf.dc33bf9ffac53306286f8bb159f0344f.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1314_annot1651_mobile_crane.jpg,113,1,328,621,640,640,train
1316,1652,D:\whitevision\data\raw\valid\Heavy_Equipment_5881_jpg.rf.dc1d9971e24c7580609caa38274bb2eb.jpg,roller,D:\whitevision\data\crops\roller\1316_annot1652_roller.jpg,258,112,157,326,640,640,train
1317,1653,D:\whitevision\data\raw\valid\Heavy_Equipment_6314_jpg.rf.dcc27aa167a24ba5c1175102b466081e.jpg,grader,D:\whitevision\data\crops\grader\1317_annot1653_grader.jpg,0,21,640,476,640,640,train
1318,1654,D:\whitevision\data\raw\valid\Heavy_Equipment_6294_jpg.rf.da74f395e7f0fabac70deb42c597236f.jpg,grader,D:\whitevision\data\crops\grader\1318_annot1654_grader.jpg,0,0,640,640,640,640,train
1319,1655,D:\whitevision\data\raw\valid\Heavy_Equipment_5559_jpg.rf.dc9a8613a9161a725ba583c2b93cce44.jpg,roller,D:\whitevision\data\crops\roller\1319_annot1655_roller.jpg,132,73,342,323,640,640,train
1321,1656,D:\whitevision\data\raw\valid\M_M_images91_jpg.rf.dd8b2a1b0b829d980cd0f5cbaf94c172.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1321_annot1656_mixer_truck.jpg,45,54,557,530,640,640,train
1321,1657,D:\whitevision\data\raw\valid\M_M_images91_jpg.rf.dd8b2a1b0b829d980cd0f5cbaf94c172.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1321_annot1657_mixer_truck.jpg,528,269,91,133,640,640,train
1321,1658,D:\whitevision\data\raw\valid\M_M_images91_jpg.rf.dd8b2a1b0b829d980cd0f5cbaf94c172.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1321_annot1658_mixer_truck.jpg,600,285,40,112,640,640,train
1321,1659,D:\whitevision\data\raw\valid\M_M_images91_jpg.rf.dd8b2a1b0b829d980cd0f5cbaf94c172.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1321_annot1659_mixer_truck.jpg,0,174,103,290,640,640,train
1322,1660,D:\whitevision\data\raw\valid\Heavy_Equipment_3760_jpg.rf.de5f17c3381991002f7793dd34736fa1.jpg,grader,D:\whitevision\data\crops\grader\1322_annot1660_grader.jpg,3,69,631,536,640,640,train
1323,1661,D:\whitevision\data\raw\valid\Heavy_Equipment_733_jpg.rf.dd8a6473dc85d0ff03dd2d6cce3efc6c.jpg,excavator,D:\whitevision\data\crops\excavator\1323_annot1661_excavator.jpg,0,0,592,640,640,640,test
1324,1662,D:\whitevision\data\raw\valid\Heavy_Equipment_1826_jpg.rf.dde746208f182d2f07852ec82203def5.jpg,excavator,D:\whitevision\data\crops\excavator\1324_annot1662_excavator.jpg,183,21,324,503,640,640,train
1324,1663,D:\whitevision\data\raw\valid\Heavy_Equipment_1826_jpg.rf.dde746208f182d2f07852ec82203def5.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1324_annot1663_dump_truck.jpg,32,248,204,207,640,640,train
1324,1664,D:\whitevision\data\raw\valid\Heavy_Equipment_1826_jpg.rf.dde746208f182d2f07852ec82203def5.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1324_annot1664_dump_truck.jpg,487,161,115,126,640,640,train
1325,1665,D:\whitevision\data\raw\valid\Heavy_Equipment_2465_jpg.rf.ddf30529524bcc44ebd9bb789f3e4e31.jpg,loader,D:\whitevision\data\crops\loader\1325_annot1665_loader.jpg,0,262,563,248,640,640,train
1325,1666,D:\whitevision\data\raw\valid\Heavy_Equipment_2465_jpg.rf.ddf30529524bcc44ebd9bb789f3e4e31.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1325_annot1666_dump_truck.jpg,156,228,408,167,640,640,train
1326,1667,D:\whitevision\data\raw\valid\Heavy_Equipment_5186_jpg.rf.df0ceb79938a76161595df696679bb57.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1326_annot1667_bulldozer.jpg,39,40,515,582,640,640,train
1327,1668,D:\whitevision\data\raw\valid\M_B_concrete_mixer_truck_mercedes_benz_sk_3535_1991_7115658_jpg.rf.dedb80655669d5f7ba47357b6361a5e7.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1327_annot1668_mixer_truck.jpg,49,75,537,502,640,640,train
1328,1669,D:\whitevision\data\raw\valid\Heavy_Equipment_5339_jpg.rf.df3aa08fe8f724152bb925e4ac9dcbd7.jpg,roller,D:\whitevision\data\crops\roller\1328_annot1669_roller.jpg,177,81,309,294,640,640,train
1329,1670,D:\whitevision\data\raw\valid\Heavy_Equipment_3868_jpg.rf.debe1206cc0231c8aaa333ee5c7aecb5.jpg,grader,D:\whitevision\data\crops\grader\1329_annot1670_grader.jpg,67,67,554,493,640,640,train
1331,1671,D:\whitevision\data\raw\valid\Heavy_Equipment_5052_jpg.rf.df6176d6647834535c4b701835c661fb.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1331_annot1671_bulldozer.jpg,45,212,455,327,640,640,train
1333,1672,D:\whitevision\data\raw\valid\Heavy_Equipment_6113_jpg.rf.e0ca3001535ab1f6750ba1bb45682a0c.jpg,roller,D:\whitevision\data\crops\roller\1333_annot1672_roller.jpg,198,98,207,367,640,640,train
1334,1673,D:\whitevision\data\raw\valid\Heavy_Equipment_3602_jpg.rf.df58b097afdbfb83c146cb5209749f4a.jpg,roller,D:\whitevision\data\crops\roller\1334_annot1673_roller.jpg,0,140,640,396,640,640,train
1335,1674,D:\whitevision\data\raw\valid\Heavy_Equipment_5832_jpg.rf.de41be4a900a59c48f05dad4a0ad11eb.jpg,roller,D:\whitevision\data\crops\roller\1335_annot1674_roller.jpg,234,111,228,354,640,640,train
1336,1675,D:\whitevision\data\raw\valid\Heavy_Equipment_5089_jpg.rf.e150e744f355f05fde444548d4abae49.jpg,grader,D:\whitevision\data\crops\grader\1336_annot1675_grader.jpg,0,145,640,441,640,640,validation
1337,1676,D:\whitevision\data\raw\valid\Heavy_Equipment_2688_jpg.rf.dc5558a974c46b76037084bab98edb45.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1337_annot1676_mobile_crane.jpg,307,252,83,278,640,640,train
1338,1677,D:\whitevision\data\raw\valid\Heavy_Equipment_704_jpg.rf.e0bb6dbb89e54dbbe3e26ee58f678642.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1338_annot1677_mobile_crane.jpg,431,227,115,218,640,640,validation
1339,1678,D:\whitevision\data\raw\valid\Heavy_Equipment_565_jpg.rf.dfc99d2fd2c4d7529ffeed9788a0d4bc.jpg,loader,D:\whitevision\data\crops\loader\1339_annot1678_loader.jpg,265,180,220,240,640,640,train
1339,1679,D:\whitevision\data\raw\valid\Heavy_Equipment_565_jpg.rf.dfc99d2fd2c4d7529ffeed9788a0d4bc.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1339_annot1679_dump_truck.jpg,125,142,323,479,640,640,train
1340,1680,D:\whitevision\data\raw\valid\Heavy_Equipment_2930_jpg.rf.e0bdd1cc6f0b2c484b3160bdd8007253.jpg,loader,D:\whitevision\data\crops\loader\1340_annot1680_loader.jpg,145,224,218,269,640,640,train
1340,1681,D:\whitevision\data\raw\valid\Heavy_Equipment_2930_jpg.rf.e0bdd1cc6f0b2c484b3160bdd8007253.jpg,excavator,D:\whitevision\data\crops\excavator\1340_annot1681_excavator.jpg,432,146,18,29,640,640,train
1340,1682,D:\whitevision\data\raw\valid\Heavy_Equipment_2930_jpg.rf.e0bdd1cc6f0b2c484b3160bdd8007253.jpg,excavator,D:\whitevision\data\crops\excavator\1340_annot1682_excavator.jpg,540,144,40,34,640,640,train
1340,1683,D:\whitevision\data\raw\valid\Heavy_Equipment_2930_jpg.rf.e0bdd1cc6f0b2c484b3160bdd8007253.jpg,excavator,D:\whitevision\data\crops\excavator\1340_annot1683_excavator.jpg,579,135,61,46,640,640,train
1341,1684,D:\whitevision\data\raw\valid\Heavy_Equipment_493_jpg.rf.e0ffdad5db71ec475c63a7f0cb0664eb.jpg,excavator,D:\whitevision\data\crops\excavator\1341_annot1684_excavator.jpg,218,113,281,325,640,640,train
1341,1685,D:\whitevision\data\raw\valid\Heavy_Equipment_493_jpg.rf.e0ffdad5db71ec475c63a7f0cb0664eb.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1341_annot1685_dump_truck.jpg,112,241,74,162,640,640,train
1341,1686,D:\whitevision\data\raw\valid\Heavy_Equipment_493_jpg.rf.e0ffdad5db71ec475c63a7f0cb0664eb.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1341_annot1686_dump_truck.jpg,179,245,39,79,640,640,train
1342,1687,D:\whitevision\data\raw\valid\Heavy_Equipment_4717_jpg.rf.e01a292c55b6abe419a7d6f265fa90da.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1342_annot1687_bulldozer.jpg,61,78,570,485,640,640,train
1343,1688,D:\whitevision\data\raw\valid\Heavy_Equipment_6109_jpg.rf.e1cef327f60a698038c60d449ebf369d.jpg,roller,D:\whitevision\data\crops\roller\1343_annot1688_roller.jpg,44,0,512,381,640,640,test
1344,1689,D:\whitevision\data\raw\valid\M_B_images75_jpg.rf.e1c0ac9afd4ad92098163d5010dab872.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1344_annot1689_mixer_truck.jpg,298,171,342,369,640,640,test
1345,1690,D:\whitevision\data\raw\valid\Heavy_Equipment_975_jpg.rf.e26e6bc620d662f6c83fbdb936819410.jpg,excavator,D:\whitevision\data\crops\excavator\1345_annot1690_excavator.jpg,90,0,481,489,640,640,train
1345,1691,D:\whitevision\data\raw\valid\Heavy_Equipment_975_jpg.rf.e26e6bc620d662f6c83fbdb936819410.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1345_annot1691_dump_truck.jpg,279,162,145,193,640,640,train
1345,1692,D:\whitevision\data\raw\valid\Heavy_Equipment_975_jpg.rf.e26e6bc620d662f6c83fbdb936819410.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1345_annot1692_dump_truck.jpg,278,317,362,323,640,640,train
1346,1693,D:\whitevision\data\raw\valid\Heavy_Equipment_122_jpg.rf.e1b3d98353a0ebeb5b769c73ecc7613c.jpg,excavator,D:\whitevision\data\crops\excavator\1346_annot1693_excavator.jpg,149,0,239,397,640,640,train
1346,1694,D:\whitevision\data\raw\valid\Heavy_Equipment_122_jpg.rf.e1b3d98353a0ebeb5b769c73ecc7613c.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1346_annot1694_dump_truck.jpg,427,174,104,204,640,640,train
1346,1695,D:\whitevision\data\raw\valid\Heavy_Equipment_122_jpg.rf.e1b3d98353a0ebeb5b769c73ecc7613c.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1346_annot1695_dump_truck.jpg,277,130,146,171,640,640,train
1347,1696,D:\whitevision\data\raw\valid\Heavy_Equipment_936_jpg.rf.e336286bacf192bdd1b66c850877805e.jpg,grader,D:\whitevision\data\crops\grader\1347_annot1696_grader.jpg,33,13,591,597,640,640,train
1348,1697,D:\whitevision\data\raw\valid\Heavy_Equipment_1153_jpg.rf.d5b2e240f45a2396c1fe55d3ce9b87d7.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1348_annot1697_dump_truck.jpg,197,401,443,239,640,640,train
1348,1698,D:\whitevision\data\raw\valid\Heavy_Equipment_1153_jpg.rf.d5b2e240f45a2396c1fe55d3ce9b87d7.jpg,excavator,D:\whitevision\data\crops\excavator\1348_annot1698_excavator.jpg,36,53,503,388,640,640,train
1349,1699,D:\whitevision\data\raw\valid\Heavy_Equipment_4271_jpg.rf.e254e63aa5d51690b6067b607339cd11.jpg,grader,D:\whitevision\data\crops\grader\1349_annot1699_grader.jpg,0,70,640,554,640,640,train
1350,1700,D:\whitevision\data\raw\valid\Heavy_Equipment_671_jpg.rf.e1eda693b2f9cc8852aa3cb1e8936395.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1350_annot1700_mobile_crane.jpg,69,0,464,548,640,640,train
1351,1701,D:\whitevision\data\raw\valid\Heavy_Equipment_4685_jpg.rf.e2843f30503ab0cfafb156ff08cddaba.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1351_annot1701_bulldozer.jpg,0,17,633,614,640,640,train
1353,1702,D:\whitevision\data\raw\valid\Heavy_Equipment_3475_jpg.rf.e3c1ff55f25f0c983c98eb87ccfefce1.jpg,grader,D:\whitevision\data\crops\grader\1353_annot1702_grader.jpg,20,28,472,313,640,640,test
1354,1703,D:\whitevision\data\raw\valid\Heavy_Equipment_2238_jpg.rf.e37e93d0e222b7671cc557f4bc9a3810.jpg,loader,D:\whitevision\data\crops\loader\1354_annot1703_loader.jpg,115,0,468,403,640,640,train
1355,1704,D:\whitevision\data\raw\valid\Heavy_Equipment_6198_jpg.rf.e3556dda48d9d1765c0feac4b21d1d6b.jpg,roller,D:\whitevision\data\crops\roller\1355_annot1704_roller.jpg,0,0,640,640,640,640,train
1356,1705,D:\whitevision\data\raw\valid\Heavy_Equipment_4993_jpg.rf.df59183f871efa4b00d783e238a960c3.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1356_annot1705_bulldozer.jpg,0,25,638,615,640,640,train
1357,1706,D:\whitevision\data\raw\valid\Heavy_Equipment_6095_jpg.rf.e3ec656f020b40f39d9f4351c99b86f7.jpg,roller,D:\whitevision\data\crops\roller\1357_annot1706_roller.jpg,238,136,181,250,640,640,train
1358,1707,D:\whitevision\data\raw\valid\Heavy_Equipment_5712_jpg.rf.ded678a5cf7848554466b3e438e6ab56.jpg,roller,D:\whitevision\data\crops\roller\1358_annot1707_roller.jpg,191,151,234,223,640,640,train
1359,1708,D:\whitevision\data\raw\valid\M_S_image27_jpeg.rf.e4454db680d5ade16478ff9a3fcb650b.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1359_annot1708_mixer_truck.jpg,10,120,630,462,640,640,validation
1360,1709,D:\whitevision\data\raw\valid\Heavy_Equipment_5151_jpg.rf.e40ccb699cb3d070b3c26da4250623a7.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1360_annot1709_bulldozer.jpg,0,111,640,438,640,640,train
1361,1710,D:\whitevision\data\raw\valid\Heavy_Equipment_5207_jpg.rf.e4cde952a4371a166dbb049fc5b199ea.jpg,grader,D:\whitevision\data\crops\grader\1361_annot1710_grader.jpg,51,107,589,426,640,640,train
1362,1711,D:\whitevision\data\raw\valid\Heavy_Equipment_3561_jpg.rf.e408e4b0b750779bdc6d08612bac07c7.jpg,grader,D:\whitevision\data\crops\grader\1362_annot1711_grader.jpg,106,234,343,92,640,640,validation
1363,1712,D:\whitevision\data\raw\valid\Heavy_Equipment_4945_jpg.rf.e4595f57175750841583616a4b6b2584.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1363_annot1712_bulldozer.jpg,49,43,461,557,640,640,train
1364,1713,D:\whitevision\data\raw\valid\Heavy_Equipment_1453_jpg.rf.e65be724b1246b26ecaea7411e474bf9.jpg,excavator,D:\whitevision\data\crops\excavator\1364_annot1713_excavator.jpg,113,0,360,362,640,640,test
1364,1714,D:\whitevision\data\raw\valid\Heavy_Equipment_1453_jpg.rf.e65be724b1246b26ecaea7411e474bf9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1364_annot1714_dump_truck.jpg,448,183,28,93,640,640,test
1365,1715,D:\whitevision\data\raw\valid\Heavy_Equipment_2860_jpg.rf.e45f15c0dd8e88e34c748c7e2295e998.jpg,loader,D:\whitevision\data\crops\loader\1365_annot1715_loader.jpg,230,219,222,300,640,640,train
1365,1716,D:\whitevision\data\raw\valid\Heavy_Equipment_2860_jpg.rf.e45f15c0dd8e88e34c748c7e2295e998.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1365_annot1716_dump_truck.jpg,0,213,245,316,640,640,train
1366,1717,D:\whitevision\data\raw\valid\Heavy_Equipment_4799_jpg.rf.e6580786f6c8e58cb4484b26f3b662da.jpg,grader,D:\whitevision\data\crops\grader\1366_annot1717_grader.jpg,13,142,566,372,640,640,test
1367,1718,D:\whitevision\data\raw\valid\Heavy_Equipment_4407_jpg.rf.e6353f2994c45647fb7a0c3c10ba1e75.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1367_annot1718_bulldozer.jpg,28,38,604,542,640,640,train
1368,1719,D:\whitevision\data\raw\valid\Heavy_Equipment_4904_jpg.rf.e5cfcc02666b21a540fc5f3bb72ffd52.jpg,grader,D:\whitevision\data\crops\grader\1368_annot1719_grader.jpg,46,0,578,617,640,640,train
1369,1720,D:\whitevision\data\raw\valid\M_S_images22_jpg.rf.e52fe7d4ece3ff304947cc17028d7fac.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1369_annot1720_mixer_truck.jpg,0,62,640,533,640,640,validation
1370,1721,D:\whitevision\data\raw\valid\Heavy_Equipment_1805_jpg.rf.e61d1e621a92d3b46a2d28f266b0adb6.jpg,excavator,D:\whitevision\data\crops\excavator\1370_annot1721_excavator.jpg,0,0,640,639,640,640,validation
1370,1722,D:\whitevision\data\raw\valid\Heavy_Equipment_1805_jpg.rf.e61d1e621a92d3b46a2d28f266b0adb6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1370_annot1722_dump_truck.jpg,0,25,205,203,640,640,validation
1370,1723,D:\whitevision\data\raw\valid\Heavy_Equipment_1805_jpg.rf.e61d1e621a92d3b46a2d28f266b0adb6.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1370_annot1723_dump_truck.jpg,14,384,159,256,640,640,validation
1371,1724,D:\whitevision\data\raw\valid\Heavy_Equipment_3592_jpg.rf.e71573e7a0d577a37704ee46318b397f.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1371_annot1724_bulldozer.jpg,7,213,546,203,640,640,train
1371,1725,D:\whitevision\data\raw\valid\Heavy_Equipment_3592_jpg.rf.e71573e7a0d577a37704ee46318b397f.jpg,bulldozer,D:\whitevision\data\crops\bulldozer\1371_annot1725_bulldozer.jpg,520,249,84,68,640,640,train
1372,1726,D:\whitevision\data\raw\valid\Heavy_Equipment_883_jpg.rf.e759d1691db086e9e189477977a410f4.jpg,loader,D:\whitevision\data\crops\loader\1372_annot1726_loader.jpg,83,173,461,391,640,640,train
1372,1727,D:\whitevision\data\raw\valid\Heavy_Equipment_883_jpg.rf.e759d1691db086e9e189477977a410f4.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1372_annot1727_mobile_crane.jpg,252,0,126,296,640,640,train
1373,1728,D:\whitevision\data\raw\valid\Heavy_Equipment_2835_jpg.rf.e6e3933d4ea7049e4bd4dd4472c50550.jpg,excavator,D:\whitevision\data\crops\excavator\1373_annot1728_excavator.jpg,41,0,536,640,640,640,train
1373,1729,D:\whitevision\data\raw\valid\Heavy_Equipment_2835_jpg.rf.e6e3933d4ea7049e4bd4dd4472c50550.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1373_annot1729_dump_truck.jpg,293,259,46,85,640,640,train
1373,1730,D:\whitevision\data\raw\valid\Heavy_Equipment_2835_jpg.rf.e6e3933d4ea7049e4bd4dd4472c50550.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1373_annot1730_dump_truck.jpg,537,211,86,82,640,640,train
1373,1731,D:\whitevision\data\raw\valid\Heavy_Equipment_2835_jpg.rf.e6e3933d4ea7049e4bd4dd4472c50550.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1373_annot1731_dump_truck.jpg,493,440,97,152,640,640,train
1374,1732,D:\whitevision\data\raw\valid\Heavy_Equipment_2002_jpg.rf.e6f7746189f3448b9d44cd1e9fec5fb7.jpg,excavator,D:\whitevision\data\crops\excavator\1374_annot1732_excavator.jpg,166,234,204,196,640,640,train
1375,1733,D:\whitevision\data\raw\valid\M_B_images27_jpg.rf.e72090af67130172eeae2efa5c7ee71a.jpg,mixer_truck,D:\whitevision\data\crops\mixer_truck\1375_annot1733_mixer_truck.jpg,19,38,543,602,640,640,train
1376,1734,D:\whitevision\data\raw\valid\Heavy_Equipment_2727_jpg.rf.e65e1b3b093d417fc88617bbdbffdd0f.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1376_annot1734_mobile_crane.jpg,36,0,530,490,640,640,validation
1378,1735,D:\whitevision\data\raw\valid\Heavy_Equipment_1685_jpg.rf.e7807996be3d690915f17024d6b47ef9.jpg,loader,D:\whitevision\data\crops\loader\1378_annot1735_loader.jpg,96,34,290,416,640,640,validation
1378,1736,D:\whitevision\data\raw\valid\Heavy_Equipment_1685_jpg.rf.e7807996be3d690915f17024d6b47ef9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1378_annot1736_dump_truck.jpg,336,34,69,65,640,640,validation
1378,1737,D:\whitevision\data\raw\valid\Heavy_Equipment_1685_jpg.rf.e7807996be3d690915f17024d6b47ef9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1378_annot1737_dump_truck.jpg,431,18,88,108,640,640,validation
1378,1738,D:\whitevision\data\raw\valid\Heavy_Equipment_1685_jpg.rf.e7807996be3d690915f17024d6b47ef9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1378_annot1738_dump_truck.jpg,573,68,67,181,640,640,validation
1378,1739,D:\whitevision\data\raw\valid\Heavy_Equipment_1685_jpg.rf.e7807996be3d690915f17024d6b47ef9.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1378_annot1739_dump_truck.jpg,0,0,46,46,640,640,validation
1380,1740,D:\whitevision\data\raw\valid\Heavy_Equipment_245_jpg.rf.e7eef42fbda2bf9e147a3fd4a481e412.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1380_annot1740_dump_truck.jpg,402,391,189,215,640,640,train
1380,1741,D:\whitevision\data\raw\valid\Heavy_Equipment_245_jpg.rf.e7eef42fbda2bf9e147a3fd4a481e412.jpg,excavator,D:\whitevision\data\crops\excavator\1380_annot1741_excavator.jpg,154,219,258,421,640,640,train
1380,1742,D:\whitevision\data\raw\valid\Heavy_Equipment_245_jpg.rf.e7eef42fbda2bf9e147a3fd4a481e412.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1380_annot1742_dump_truck.jpg,125,386,126,126,640,640,train
1380,1743,D:\whitevision\data\raw\valid\Heavy_Equipment_245_jpg.rf.e7eef42fbda2bf9e147a3fd4a481e412.jpg,dump_truck,D:\whitevision\data\crops\dump_truck\1380_annot1743_dump_truck.jpg,0,329,76,130,640,640,train
1381,1744,D:\whitevision\data\raw\valid\Heavy_Equipment_3337_jpg.rf.e6fe85ac5afaf3467699e27bf6993241.jpg,grader,D:\whitevision\data\crops\grader\1381_annot1744_grader.jpg,0,0,598,640,640,640,test
1382,1745,D:\whitevision\data\raw\valid\Heavy_Equipment_889_jpg.rf.e6818a30ac20bd472ced88d7147cf953.jpg,mobile_crane,D:\whitevision\data\crops\mobile_crane\1382_annot1745_mobile_crane.jpg,0,176,511,347,640,640,test
1382,1746,D:\whitevision\data\raw\valid\Heavy_Equipment_889_jpg.rf.e6818a30ac20bd472ced88d7147cf953.jpg,excavator,D:\whitevision\data\crops\excavator\1382_annot1746_excavator.jpg,476,138,149,303,640,640,test
1383,1747,D:\whitevision\data\raw\valid\Heavy_Equipment_2045_jpg.rf.e7af736b6c0d9787b877c05b7879d9f7.jpg,excavator,D:\whitevision\data\crops\excavator\1383_annot1747_excavator.jpg,154,3,486,556,640,640,train
